VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1G1RA6S53H,Pierce,Tacoma,WA,98422.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,27.0,116062313,POINT (-122.37683 47.28642),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940008.0
7SAYGDEF7P,King,Seattle,WA,98105.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,240701485,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201.0
5YJYGDEE3L,Franklin,Pasco,WA,99301.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,16.0,271940609,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020101.0
7SAXCBE56R,King,Sammamish,WA,98075.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,272608360,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218.0
JN1AZ0CP6C,Snohomish,Edmonds,WA,98026.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,21.0,202987599,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101.0
YV4BR0DM4N,King,Seattle,WA,98119.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,36.0,185916657,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0
WMWXP3C0XM,Snohomish,Everett,WA,98201.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.0,0.0,38.0,145428342,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040700.0
1G1FX6S02H,Snohomish,Edmonds,WA,98026.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,21.0,325513471,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042004.0
7SAYGAEE9S,King,Seattle,WA,98104.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,37.0,277953490,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0
7SAYGDEE9R,King,Sammamish,WA,98074.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,263049300,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317.0
7SAYGAEE7N,King,Shoreline,WA,98133.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,207806693,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0
1G1FY6S08M,King,Carnation,WA,98014.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,150289177,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.0
JN1AZ0CP5B,King,Seattle,WA,98115.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,46.0,268907180,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200.0
1N4AZ1CV4N,King,Seattle,WA,98126.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,34.0,193989015,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501.0
7SAYGDEE7R,King,Sammamish,WA,98074.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,264954399,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317.0
5YJSA1E27J,King,Seattle,WA,98117.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,36.0,348575874,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
5YJYGDEF0M,Kitsap,Bremerton,WA,98311.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,177891731,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091500.0
7SAYGDEE1R,King,Bellevue,WA,98004.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,264572514,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJYGDEE0L,San Juan,Lopez Island,WA,98261.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,40.0,115554127,POINT (-122.91395 48.52342),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960501.0
5YJSA1E2XK,Spokane,Nine Mile Falls,WA,99026.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,7.0,8011097,POINT (-117.54392 47.77676),NO KNOWN ELECTRIC UTILITY SERVICE,53063010404.0
1G1FY6S01N,Whatcom,Bellingham,WA,98229.0,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,40.0,277658328,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000903.0
5YJ3E1EB2L,Pierce,Orting,WA,98360.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,31.0,206991130,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070100.0
1FT6W3L77R,Benton,Richland,WA,99352.0,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,8.0,274016060,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010810.0
1G1FY6S0XP,King,Bellevue,WA,98008.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,241528500,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.0
7SAYGDEE8N,King,Enumclaw,WA,98022.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,185742532,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031301.0
4JGGM1CB9P,King,Redmond,WA,98053.0,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,250005521,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0
7G2CEHED3R,Snohomish,Stanwood,WA,98292.0,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,10.0,273487007,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302.0
1C4JJXP64N,King,Kirkland,WA,98033.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,48.0,216858267,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
5YJ3E1EB1J,King,Enumclaw,WA,98022.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,31.0,474738561,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031502.0
5YJXCAE28H,Franklin,Pasco,WA,99301.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,16.0,264420600,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020402.0
7SAYGDEE8P,King,Maple Valley,WA,98038.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,240550558,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.0
7SAYGAEEXN,King,Bellevue,WA,98004.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,202192119,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
WVGTMPE22M,Thurston,Olympia,WA,98502.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,166217173,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600.0
3FMTK4SE6P,Thurston,Tumwater,WA,98512.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,251514189,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910.0
1N4AZ0CP3F,Whatcom,Bellingham,WA,98229.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,40.0,230178812,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202.0
7SAYGDEE9P,King,Seattle,WA,98115.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,224063864,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601.0
7SAYGDEE0P,Chelan,Wenatchee,WA,98801.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,12.0,228084986,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007960803.0
1G1FX6S07P,Pierce,Auburn,WA,98092.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,240223448,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070316.0
5YJ3E1EB0N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,44.0,202177223,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007.0
1FADP5CU9E,King,Seattle,WA,98177.0,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,36.0,104563259,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.0
WVGJNPE25N,King,Snoqualmie,WA,98065.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,227326382,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604.0
1G1FZ6S09K,King,Redmond,WA,98053.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,45.0,478320062,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327.0
WAUFJBFW8N,King,Snoqualmie,WA,98065.0,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,274840163,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604.0
WVWPR7AU9K,Snohomish,Lynnwood,WA,98036.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,0.0,32.0,477682215,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930.0
7JDEV3KL1S,King,Seattle,WA,98105.0,2025,VOLVO,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,276683466,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401.0
1FTVW1EL4P,Mason,Shelton,WA,98584.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,35.0,262027657,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045961000.0
1N4AZ0CP5F,Pierce,Anderson Island,WA,98303.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,28.0,120246549,POINT (-122.67876 47.17794),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072603.0
7SAYGDEE7R,Pierce,Gig Harbor,WA,98332.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,26.0,272205860,POINT (-122.58964 47.34235),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509.0
7SAYGDEE2P,King,Seattle,WA,98105.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,46.0,228216936,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201.0
5YJ3E1EA9S,King,Bellevue,WA,98004.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,276459452,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
WBAJA9C54J,Pierce,Bonney Lake,WA,98391.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,52650.0,31.0,270684830,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208.0
1N4BZ0CP0H,King,Burien,WA,98168.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,33.0,270213002,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027100.0
5YJ3E1EB2P,King,Auburn,WA,98001.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,30.0,276781039,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805.0
JTDACACU4R,King,Mercer Island,WA,98040.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,41.0,276949228,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302.0
JTDKAMFP5M,King,Renton,WA,98058.0,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,47.0,138151429,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029307.0
KNDCE3LG6K,King,Bellevue,WA,98004.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,41.0,6273487,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.0
YV4ER3XM3R,King,Seattle,WA,98107.0,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,36.0,270203384,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201.0
KM8K53AG4L,Snohomish,Lynnwood,WA,98087.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,0.0,21.0,278334794,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051802.0
KNDAFFS52R,Kitsap,Poulsbo,WA,98370.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,269889490,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0
3GNKDCRJ4R,King,Kirkland,WA,98033.0,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,266714507,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
5YJ3E1EA2P,King,Seattle,WA,98109.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,260875051,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007303.0
WP0AA2Y17N,King,Bellevue,WA,98004.0,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,225861737,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
KM8KRDAF7N,King,North Bend,WA,98045.0,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,211046951,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
7SAYGDEE6S,Clark,Vancouver,WA,98684.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,17.0,274700156,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041321.0
7SAYGAEE0S,King,Enumclaw,WA,98022.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,276383628,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400.0
7SAYGDEE0N,King,Seattle,WA,98115.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,196532241,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301.0
JTMCB3FV8R,Klickitat,Husum,WA,98672.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,14.0,269724038,POINT (-121.48704 45.72776),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950302.0
5YJSA1E56N,Grant,Mattawa,WA,99349.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,13.0,218060041,POINT (-119.90008 46.73779),PUD NO 2 OF GRANT COUNTY,53025011406.0
3FMTK2SU3N,Thurston,Olympia,WA,98501.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,214728146,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200.0
7SAYGDEE9P,King,Bellevue,WA,98005.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,249909418,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0
3FA6P0SU2D,Pierce,Lakewood,WA,98499.0,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,29.0,5688805,POINT (-122.51495 47.16196),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071808.0
7SAXCBE54R,King,Seattle,WA,98125.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,46.0,267071066,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0
JTMAB3FVXM,King,Seattle,WA,98103.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,36.0,180272620,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500.0
5YJYGDEE2M,King,Bellevue,WA,98004.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,262368011,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.0
KNDCC3LG1N,Thurston,Olympia,WA,98501.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,276830095,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010300.0
JTMAB3FV2P,Pierce,Tacoma,WA,98403.0,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,27.0,233335812,POINT (-122.46037 47.26455),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061502.0
5YJ3E1EB4J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,45.0,182529567,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0
7PDSGABA4P,King,Redmond,WA,98053.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,257809534,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
YV4H60CX8P,King,Federal Way,WA,98023.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,30.0,220554799,POINT (-122.36321 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030101.0
7PDSGBBA1S,Snohomish,Edmonds,WA,98026.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,274079620,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050403.0
5YJ3E1EA9J,King,Seattle,WA,98103.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,36.0,269887712,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300.0
5YJYGDEE4M,King,Carnation,WA,98014.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,180787029,POINT (-121.91353 47.64901),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032500.0
5YJSA1H11E,King,Lake Forest Park,WA,98155.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,46.0,149136893,POINT (-122.3175 47.75781),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021400.0
5UXKT0C52G,King,Bellevue,WA,98008.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,0.0,48.0,273691988,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901.0
7SAYGDEE5R,King,Burien,WA,98168.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,33.0,273098717,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027100.0
5YJ3E1EA7R,King,Covington,WA,98042.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,47.0,272192812,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031709.0
